,毕业去向,就业去向,就业状态,就业类型描述,单位注册地区,单位性质,薪酬范围
971,待就业,未就业,0,未就业,,未就业,0
972,待就业,未就业,0,未就业,,未就业,0
973,待就业,未就业,0,未就业,,未就业,0
974,待就业,未就业,0,未就业,,未就业,0
975,待就业,未就业,0,未就业,,未就业,0
976,待就业,未就业,0,未就业,,未就业,0
977,待就业,未就业,0,未就业,,未就业,0
978,待就业,未就业,0,未就业,,未就业,0
979,待就业,未就业,0,未就业,,未就业,0
980,待就业,未就业,0,未就业,,未就业,0
981,待就业,未就业,0,未就业,,未就业,0
982,待就业,未就业,0,未就业,,未就业,0
983,待就业,未就业,0,未就业,,未就业,0
984,待就业,未就业,0,未就业,,未就业,0
985,待就业,未就业,0,未就业,,未就业,0
986,待就业,未就业,0,未就业,,未就业,0
987,待就业,未就业,0,未就业,,未就业,0
988,待就业,未就业,0,未就业,,未就业,0
989,待就业,未就业,0,未就业,,未就业,0
990,待就业,未就业,0,未就业,,未就业,0
991,待就业,未就业,0,未就业,,未就业,0
992,待就业,未就业,0,未就业,,未就业,0
993,待就业,未就业,0,未就业,,未就业,0
994,待就业,未就业,0,未就业,,未就业,0
995,待就业,未就业,0,未就业,,未就业,0
996,待就业,未就业,0,未就业,,未就业,0
997,待就业,未就业,0,未就业,,未就业,0
998,待就业,未就业,0,未就业,,未就业,0
999,待就业,未就业,0,未就业,,未就业,0
1000,待就业,未就业,0,未就业,,未就业,0
1001,待就业,未就业,0,未就业,,未就业,0
1002,待就业,未就业,0,未就业,,未就业,0
1003,待就业,未就业,0,未就业,,未就业,0
1004,待就业,未就业,0,未就业,,未就业,0
1005,待就业,未就业,0,未就业,,未就业,0
1006,待就业,未就业,0,未就业,,未就业,0
1007,待就业,未就业,0,未就业,,未就业,0
1008,待就业,未就业,0,未就业,,未就业,0
1009,待就业,未就业,0,未就业,,未就业,0
1010,待就业,未就业,0,未就业,,未就业,0
1011,待就业,未就业,0,未就业,,未就业,0
1012,待就业,未就业,0,未就业,,未就业,0
1013,待就业,未就业,0,未就业,,未就业,0
1014,待就业,未就业,0,未就业,,未就业,0
1015,待就业,未就业,0,未就业,,未就业,0
1016,待就业,未就业,0,未就业,,未就业,0
1017,待就业,未就业,0,未就业,,未就业,0
1018,待就业,未就业,0,未就业,,未就业,0
1019,待就业,未就业,0,未就业,,未就业,0
1020,待就业,未就业,0,未就业,,未就业,0
1021,待就业,未就业,0,未就业,,未就业,0
1022,待就业,未就业,0,未就业,,未就业,0
1023,待就业,未就业,0,未就业,,未就业,0
1024,待就业,未就业,0,未就业,,未就业,0
1025,待就业,未就业,0,未就业,,未就业,0
1026,待就业,未就业,0,未就业,,未就业,0
1027,待就业,未就业,0,未就业,,未就业,0
1028,待就业,未就业,0,未就业,,未就业,0
1029,待就业,未就业,0,未就业,,未就业,0
1030,待就业,未就业,0,未就业,,未就业,0
1031,待就业,未就业,0,未就业,,未就业,0
1032,待就业,未就业,0,未就业,,未就业,0
1033,待就业,未就业,0,未就业,,未就业,0
1034,待就业,未就业,0,未就业,,未就业,0
1035,待就业,未就业,0,未就业,,未就业,0
1036,待就业,未就业,0,未就业,,未就业,0
1037,待就业,未就业,0,未就业,,未就业,0
1038,待就业,未就业,0,未就业,,未就业,0
1039,待就业,未就业,0,未就业,,未就业,0
1040,待就业,未就业,0,未就业,,未就业,0
1041,待就业,未就业,0,未就业,,未就业,0
1042,待就业,未就业,0,未就业,,未就业,0
1043,待就业,未就业,0,未就业,,未就业,0
1044,待就业,未就业,0,未就业,,未就业,0
1045,待就业,未就业,0,未就业,,未就业,0
1046,待就业,未就业,0,未就业,,未就业,0
1047,待就业,未就业,0,未就业,,未就业,0
1048,待就业,未就业,0,未就业,,未就业,0
1049,待就业,未就业,0,未就业,,未就业,0
1050,待就业,未就业,0,未就业,,未就业,0
1051,待就业,未就业,0,未就业,,未就业,0
1052,待就业,未就业,0,未就业,,未就业,0
1053,待就业,未就业,0,未就业,,未就业,0
1054,待就业,未就业,0,未就业,,未就业,0
1055,待就业,未就业,0,未就业,,未就业,0
1056,待就业,未就业,0,未就业,,未就业,0
1057,待就业,未就业,0,未就业,,未就业,0
1058,待就业,未就业,0,未就业,,未就业,0
1059,待就业,未就业,0,未就业,,未就业,0
1060,待就业,未就业,0,未就业,,未就业,0
1061,待就业,未就业,0,未就业,,未就业,0
1062,待就业,未就业,0,未就业,,未就业,0
1063,待就业,未就业,0,未就业,,未就业,0
1064,待就业,未就业,0,未就业,,未就业,0
1065,待就业,未就业,0,未就业,,未就业,0
1066,待就业,未就业,0,未就业,,未就业,0
1067,待就业,未就业,0,未就业,,未就业,0
1068,待就业,未就业,0,未就业,,未就业,0
1069,待就业,未就业,0,未就业,,未就业,0
1070,待就业,未就业,0,未就业,,未就业,0
1071,待就业,未就业,0,未就业,,未就业,0
1072,待就业,未就业,0,未就业,,未就业,0
1073,待就业,未就业,0,未就业,,未就业,0
1074,待就业,未就业,0,未就业,,未就业,0
1075,待就业,未就业,0,未就业,,未就业,0
1076,待就业,未就业,0,未就业,,未就业,0
1077,待就业,未就业,0,未就业,,未就业,0
1078,待就业,未就业,0,未就业,,未就业,0
1079,待就业,未就业,0,未就业,,未就业,0
1080,待就业,未就业,0,未就业,,未就业,0
1081,待就业,未就业,0,未就业,,未就业,0
1082,待就业,未就业,0,未就业,,未就业,0
1083,待就业,未就业,0,未就业,,未就业,0
1084,待就业,未就业,0,未就业,,未就业,0
1085,待就业,未就业,0,未就业,,未就业,0
1086,待就业,未就业,0,未就业,,未就业,0
1087,待就业,未就业,0,未就业,,未就业,0
1088,待就业,未就业,0,未就业,,未就业,0
1089,待就业,未就业,0,未就业,,未就业,0
1090,待就业,未就业,0,未就业,,未就业,0
1091,待就业,未就业,0,未就业,,未就业,0
1092,待就业,未就业,0,未就业,,未就业,0
1093,待就业,未就业,0,未就业,,未就业,0
1094,待就业,未就业,0,未就业,,未就业,0
1095,待就业,未就业,0,未就业,,未就业,0
1096,待就业,未就业,0,未就业,,未就业,0
1097,待就业,未就业,0,未就业,,未就业,0
1098,待就业,未就业,0,未就业,,未就业,0
1099,待就业,未就业,0,未就业,,未就业,0
1100,待就业,未就业,0,未就业,,未就业,0
1101,待就业,未就业,0,未就业,,未就业,0
1102,待就业,未就业,0,未就业,,未就业,0
1103,待就业,未就业,0,未就业,,未就业,0
1104,待就业,未就业,0,未就业,,未就业,0
1105,待就业,未就业,0,未就业,,未就业,0
1106,待就业,未就业,0,未就业,,未就业,0
1107,待就业,未就业,0,未就业,,未就业,0
1108,待就业,未就业,0,未就业,,未就业,0
1109,待就业,未就业,0,未就业,,未就业,0
1110,待就业,未就业,0,未就业,,未就业,0
1111,待就业,未就业,0,未就业,,未就业,0
1112,待就业,未就业,0,未就业,,未就业,0
1113,待就业,未就业,0,未就业,,未就业,0
1114,待就业,未就业,0,未就业,,未就业,0
1115,待就业,未就业,0,未就业,,未就业,0
1116,待就业,未就业,0,未就业,,未就业,0
1117,待就业,未就业,0,未就业,,未就业,0
1118,待就业,未就业,0,未就业,,未就业,0
1119,待就业,未就业,0,未就业,,未就业,0
1120,待就业,未就业,0,未就业,,未就业,0
1121,待就业,未就业,0,未就业,,未就业,0
1122,待就业,未就业,0,未就业,,未就业,0
1123,待就业,未就业,0,未就业,,未就业,0
1124,待就业,未就业,0,未就业,,未就业,0
1125,待就业,未就业,0,未就业,,未就业,0
1126,待就业,未就业,0,未就业,,未就业,0
1127,待就业,未就业,0,未就业,,未就业,0
1128,待就业,未就业,0,未就业,,未就业,0
1129,待就业,未就业,0,未就业,,未就业,0
1130,待就业,未就业,0,未就业,,未就业,0
1131,待就业,未就业,0,未就业,,未就业,0
1132,待就业,未就业,0,未就业,,未就业,0
1133,待就业,未就业,0,未就业,,未就业,0
1134,待就业,未就业,0,未就业,,未就业,0
1135,待就业,未就业,0,未就业,,未就业,0
1136,待就业,未就业,0,未就业,,未就业,0
1137,待就业,未就业,0,未就业,,未就业,0
1138,待就业,未就业,0,未就业,,未就业,0
1139,待就业,未就业,0,未就业,,未就业,0
1140,待就业,未就业,0,未就业,,未就业,0
1141,待就业,未就业,0,未就业,,未就业,0
1142,待就业,未就业,0,未就业,,未就业,0
1143,待就业,未就业,0,未就业,,未就业,0
1144,待就业,未就业,0,未就业,,未就业,0
1145,待就业,未就业,0,未就业,,未就业,0
1146,待就业,未就业,0,未就业,,未就业,0
1147,待就业,未就业,0,未就业,,未就业,0
1148,待就业,未就业,0,未就业,,未就业,0
1149,待就业,未就业,0,未就业,,未就业,0
1150,待就业,未就业,0,未就业,,未就业,0
1151,待就业,未就业,0,未就业,,未就业,0
1152,待就业,未就业,0,未就业,,未就业,0
1153,待就业,未就业,0,未就业,,未就业,0
1154,待就业,未就业,0,未就业,,未就业,0
1155,待就业,未就业,0,未就业,,未就业,0
1156,待就业,未就业,0,未就业,,未就业,0
1157,待就业,未就业,0,未就业,,未就业,0
1158,待就业,未就业,0,未就业,,未就业,0
1159,待就业,未就业,0,未就业,,未就业,0
1160,待就业,未就业,0,未就业,,未就业,0
1161,待就业,未就业,0,未就业,,未就业,0
1162,待就业,未就业,0,未就业,,未就业,0
1163,待就业,未就业,0,未就业,,未就业,0
1164,待就业,未就业,0,未就业,,未就业,0
1165,待就业,未就业,0,未就业,,未就业,0
1166,待就业,未就业,0,未就业,,未就业,0
1167,待就业,未就业,0,未就业,,未就业,0
1168,待就业,未就业,0,未就业,,未就业,0
1169,待就业,未就业,0,未就业,,未就业,0
1170,待就业,未就业,0,未就业,,未就业,0
1171,待就业,未就业,0,未就业,,未就业,0
1172,待就业,未就业,0,未就业,,未就业,0
1173,待就业,未就业,0,未就业,,未就业,0
1174,待就业,未就业,0,未就业,,未就业,0
1175,待就业,未就业,0,未就业,,未就业,0
1176,待就业,未就业,0,未就业,,未就业,0
1177,待就业,未就业,0,未就业,,未就业,0
1178,待就业,未就业,0,未就业,,未就业,0
1179,待就业,未就业,0,未就业,,未就业,0
1180,待就业,未就业,0,未就业,,未就业,0
1181,待就业,未就业,0,未就业,,未就业,0
1182,待就业,未就业,0,未就业,,未就业,0
1183,待就业,未就业,0,未就业,,未就业,0
1184,待就业,未就业,0,未就业,,未就业,0
1185,待就业,未就业,0,未就业,,未就业,0
1186,待就业,未就业,0,未就业,,未就业,0
1187,待就业,未就业,0,未就业,,未就业,0
1188,待就业,未就业,0,未就业,,未就业,0
1189,待就业,未就业,0,未就业,,未就业,0
1190,待就业,未就业,0,未就业,,未就业,0
1191,待就业,未就业,0,未就业,,未就业,0
1192,待就业,未就业,0,未就业,,未就业,0
1193,待就业,未就业,0,未就业,,未就业,0
1194,待就业,未就业,0,未就业,,未就业,0
1195,待就业,未就业,0,未就业,,未就业,0
1196,待就业,未就业,0,未就业,,未就业,0
1197,待就业,未就业,0,未就业,,未就业,0
1198,待就业,未就业,0,未就业,,未就业,0
1199,待就业,未就业,0,未就业,,未就业,0
1200,待就业,未就业,0,未就业,,未就业,0
1201,待就业,未就业,0,未就业,,未就业,0
1202,待就业,未就业,0,未就业,,未就业,0
1203,待就业,未就业,0,未就业,,未就业,0
1204,待就业,未就业,0,未就业,,未就业,0
1205,待就业,未就业,0,未就业,,未就业,0
1206,待就业,未就业,0,未就业,,未就业,0
1207,待就业,未就业,0,未就业,,未就业,0
1208,待就业,未就业,0,未就业,,未就业,0
1209,待就业,未就业,0,未就业,,未就业,0
1210,待就业,未就业,0,未就业,,未就业,0
1211,待就业,未就业,0,未就业,,未就业,0
1212,待就业,未就业,0,未就业,,未就业,0
1213,待就业,未就业,0,未就业,,未就业,0
1214,待就业,未就业,0,未就业,,未就业,0
1215,待就业,未就业,0,未就业,,未就业,0
1216,待就业,未就业,0,未就业,,未就业,0
1217,待就业,未就业,0,未就业,,未就业,0
1218,待就业,未就业,0,未就业,,未就业,0
1219,待就业,未就业,0,未就业,,未就业,0
1220,待就业,未就业,0,未就业,,未就业,0
1221,待就业,未就业,0,未就业,,未就业,0
1222,待就业,未就业,0,未就业,,未就业,0
1223,待就业,未就业,0,未就业,,未就业,0
1224,待就业,未就业,0,未就业,,未就业,0
1225,待就业,未就业,0,未就业,,未就业,0
1226,待就业,未就业,0,未就业,,未就业,0
1227,待就业,未就业,0,未就业,,未就业,0
1228,待就业,未就业,0,未就业,,未就业,0
1229,待就业,未就业,0,未就业,,未就业,0
1230,待就业,未就业,0,未就业,,未就业,0
1231,待就业,未就业,0,未就业,,未就业,0
1232,待就业,未就业,0,未就业,,未就业,0
1233,待就业,未就业,0,未就业,,未就业,0
1234,待就业,未就业,0,未就业,,未就业,0
1235,待就业,未就业,0,未就业,,未就业,0
1236,待就业,未就业,0,未就业,,未就业,0
1237,待就业,未就业,0,未就业,,未就业,0
1238,待就业,未就业,0,未就业,,未就业,0
1239,待就业,未就业,0,未就业,,未就业,0
1240,待就业,未就业,0,未就业,,未就业,0
1241,待就业,未就业,0,未就业,,未就业,0
1242,待就业,未就业,0,未就业,,未就业,0
1243,待就业,未就业,0,未就业,,未就业,0
1244,待就业,未就业,0,未就业,,未就业,0
1245,待就业,未就业,0,未就业,,未就业,0
1246,待就业,未就业,0,未就业,,未就业,0
1247,待就业,未就业,0,未就业,,未就业,0
1248,待就业,未就业,0,未就业,,未就业,0
1249,待就业,未就业,0,未就业,,未就业,0
1250,待就业,未就业,0,未就业,,未就业,0
1251,待就业,未就业,0,未就业,,未就业,0
