,毕业去向,就业去向,就业状态,就业类型描述,单位注册地区,单位性质,薪酬范围
1255,待就业,未就业,0,未就业,,未就业,0
1256,待就业,未就业,0,未就业,,未就业,0
1257,待就业,未就业,0,未就业,,未就业,0
1258,待就业,未就业,0,未就业,,未就业,0
1259,待就业,未就业,0,未就业,,未就业,0
1260,待就业,未就业,0,未就业,,未就业,0
1261,待就业,未就业,0,未就业,,未就业,0
1262,待就业,未就业,0,未就业,,未就业,0
1263,待就业,未就业,0,未就业,,未就业,0
1264,待就业,未就业,0,未就业,,未就业,0
1265,待就业,未就业,0,未就业,,未就业,0
1266,待就业,未就业,0,未就业,,未就业,0
1267,待就业,未就业,0,未就业,,未就业,0
1268,待就业,未就业,0,未就业,,未就业,0
1269,待就业,未就业,0,未就业,,未就业,0
1270,待就业,未就业,0,未就业,,未就业,0
1271,待就业,未就业,0,未就业,,未就业,0
1272,待就业,未就业,0,未就业,,未就业,0
1273,待就业,未就业,0,未就业,,未就业,0
1274,待就业,未就业,0,未就业,,未就业,0
1275,待就业,未就业,0,未就业,,未就业,0
1276,待就业,未就业,0,未就业,,未就业,0
1277,待就业,未就业,0,未就业,,未就业,0
1278,待就业,未就业,0,未就业,,未就业,0
1279,待就业,未就业,0,未就业,,未就业,0
1280,待就业,未就业,0,未就业,,未就业,0
1281,待就业,未就业,0,未就业,,未就业,0
1282,待就业,未就业,0,未就业,,未就业,0
1283,待就业,未就业,0,未就业,,未就业,0
1284,待就业,未就业,0,未就业,,未就业,0
1285,待就业,未就业,0,未就业,,未就业,0
1286,待就业,未就业,0,未就业,,未就业,0
1287,待就业,未就业,0,未就业,,未就业,0
1288,待就业,未就业,0,未就业,,未就业,0
1289,待就业,未就业,0,未就业,,未就业,0
1290,待就业,未就业,0,未就业,,未就业,0
1291,待就业,未就业,0,未就业,,未就业,0
1292,待就业,未就业,0,未就业,,未就业,0
1293,待就业,未就业,0,未就业,,未就业,0
1294,待就业,未就业,0,未就业,,未就业,0
1295,待就业,未就业,0,未就业,,未就业,0
1296,待就业,未就业,0,未就业,,未就业,0
1297,待就业,未就业,0,未就业,,未就业,0
1298,待就业,未就业,0,未就业,,未就业,0
1299,待就业,未就业,0,未就业,,未就业,0
1300,待就业,未就业,0,未就业,,未就业,0
1301,待就业,未就业,0,未就业,,未就业,0
1302,待就业,未就业,0,未就业,,未就业,0
1303,待就业,未就业,0,未就业,,未就业,0
1304,待就业,未就业,0,未就业,,未就业,0
1305,待就业,未就业,0,未就业,,未就业,0
1306,待就业,未就业,0,未就业,,未就业,0
1307,待就业,未就业,0,未就业,,未就业,0
1308,待就业,未就业,0,未就业,,未就业,0
1309,待就业,未就业,0,未就业,,未就业,0
1310,待就业,未就业,0,未就业,,未就业,0
1311,待就业,未就业,0,未就业,,未就业,0
1312,待就业,未就业,0,未就业,,未就业,0
1313,待就业,未就业,0,未就业,,未就业,0
1314,待就业,未就业,0,未就业,,未就业,0
1315,待就业,未就业,0,未就业,,未就业,0
1316,待就业,未就业,0,未就业,,未就业,0
1317,待就业,未就业,0,未就业,,未就业,0
1318,待就业,未就业,0,未就业,,未就业,0
1319,待就业,未就业,0,未就业,,未就业,0
1320,待就业,未就业,0,未就业,,未就业,0
1321,待就业,未就业,0,未就业,,未就业,0
1322,待就业,未就业,0,未就业,,未就业,0
1323,待就业,未就业,0,未就业,,未就业,0
1324,待就业,未就业,0,未就业,,未就业,0
1325,待就业,未就业,0,未就业,,未就业,0
1326,待就业,未就业,0,未就业,,未就业,0
1327,待就业,未就业,0,未就业,,未就业,0
1328,待就业,未就业,0,未就业,,未就业,0
1329,待就业,未就业,0,未就业,,未就业,0
1330,待就业,未就业,0,未就业,,未就业,0
1331,待就业,未就业,0,未就业,,未就业,0
1332,待就业,未就业,0,未就业,,未就业,0
1333,待就业,未就业,0,未就业,,未就业,0
1334,待就业,未就业,0,未就业,,未就业,0
1335,待就业,未就业,0,未就业,,未就业,0
1336,待就业,未就业,0,未就业,,未就业,0
1337,待就业,未就业,0,未就业,,未就业,0
1338,待就业,未就业,0,未就业,,未就业,0
1339,待就业,未就业,0,未就业,,未就业,0
1340,待就业,未就业,0,未就业,,未就业,0
1341,待就业,未就业,0,未就业,,未就业,0
1342,待就业,未就业,0,未就业,,未就业,0
1343,待就业,未就业,0,未就业,,未就业,0
1344,待就业,未就业,0,未就业,,未就业,0
1345,待就业,未就业,0,未就业,,未就业,0
1346,待就业,未就业,0,未就业,,未就业,0
1347,待就业,未就业,0,未就业,,未就业,0
1348,待就业,未就业,0,未就业,,未就业,0
1349,待就业,未就业,0,未就业,,未就业,0
1350,待就业,未就业,0,未就业,,未就业,0
1351,待就业,未就业,0,未就业,,未就业,0
1352,待就业,未就业,0,未就业,,未就业,0
1353,待就业,未就业,0,未就业,,未就业,0
1354,待就业,未就业,0,未就业,,未就业,0
1355,待就业,未就业,0,未就业,,未就业,0
1356,待就业,未就业,0,未就业,,未就业,0
1357,待就业,未就业,0,未就业,,未就业,0
1358,待就业,未就业,0,未就业,,未就业,0
1359,待就业,未就业,0,未就业,,未就业,0
1360,待就业,未就业,0,未就业,,未就业,0
1361,待就业,未就业,0,未就业,,未就业,0
1362,待就业,未就业,0,未就业,,未就业,0
1363,待就业,未就业,0,未就业,,未就业,0
1364,待就业,未就业,0,未就业,,未就业,0
1365,待就业,未就业,0,未就业,,未就业,0
1366,待就业,未就业,0,未就业,,未就业,0
1367,待就业,未就业,0,未就业,,未就业,0
1368,待就业,未就业,0,未就业,,未就业,0
1369,待就业,未就业,0,未就业,,未就业,0
1370,待就业,未就业,0,未就业,,未就业,0
1371,待就业,未就业,0,未就业,,未就业,0
1372,待就业,未就业,0,未就业,,未就业,0
1373,待就业,未就业,0,未就业,,未就业,0
1374,待就业,未就业,0,未就业,,未就业,0
1375,待就业,未就业,0,未就业,,未就业,0
1376,待就业,未就业,0,未就业,,未就业,0
1377,待就业,未就业,0,未就业,,未就业,0
1378,待就业,未就业,0,未就业,,未就业,0
1379,待就业,未就业,0,未就业,,未就业,0
1380,待就业,未就业,0,未就业,,未就业,0
1381,待就业,未就业,0,未就业,,未就业,0
1382,待就业,未就业,0,未就业,,未就业,0
1383,待就业,未就业,0,未就业,,未就业,0
1384,待就业,未就业,0,未就业,,未就业,0
1385,待就业,未就业,0,未就业,,未就业,0
1386,待就业,未就业,0,未就业,,未就业,0
1387,待就业,未就业,0,未就业,,未就业,0
1388,待就业,未就业,0,未就业,,未就业,0
1389,待就业,未就业,0,未就业,,未就业,0
1390,待就业,未就业,0,未就业,,未就业,0
1391,待就业,未就业,0,未就业,,未就业,0
1392,待就业,未就业,0,未就业,,未就业,0
1393,待就业,未就业,0,未就业,,未就业,0
1394,待就业,未就业,0,未就业,,未就业,0
1395,待就业,未就业,0,未就业,,未就业,0
1396,待就业,未就业,0,未就业,,未就业,0
1397,待就业,未就业,0,未就业,,未就业,0
1398,待就业,未就业,0,未就业,,未就业,0
1399,待就业,未就业,0,未就业,,未就业,0
1400,待就业,未就业,0,未就业,,未就业,0
1401,待就业,未就业,0,未就业,,未就业,0
1402,待就业,未就业,0,未就业,,未就业,0
1403,待就业,未就业,0,未就业,,未就业,0
1404,待就业,未就业,0,未就业,,未就业,0
1405,待就业,未就业,0,未就业,,未就业,0
1406,待就业,未就业,0,未就业,,未就业,0
1407,待就业,未就业,0,未就业,,未就业,0
1408,待就业,未就业,0,未就业,,未就业,0
1409,待就业,未就业,0,未就业,,未就业,0
1410,待就业,未就业,0,未就业,,未就业,0
1411,待就业,未就业,0,未就业,,未就业,0
1412,待就业,未就业,0,未就业,,未就业,0
1413,待就业,未就业,0,未就业,,未就业,0
1414,待就业,未就业,0,未就业,,未就业,0
1415,待就业,未就业,0,未就业,,未就业,0
1416,待就业,未就业,0,未就业,,未就业,0
1417,待就业,未就业,0,未就业,,未就业,0
1418,待就业,未就业,0,未就业,,未就业,0
1419,待就业,未就业,0,未就业,,未就业,0
1420,待就业,未就业,0,未就业,,未就业,0
1421,待就业,未就业,0,未就业,,未就业,0
1422,待就业,未就业,0,未就业,,未就业,0
1423,待就业,未就业,0,未就业,,未就业,0
1424,待就业,未就业,0,未就业,,未就业,0
1425,待就业,未就业,0,未就业,,未就业,0
1426,待就业,未就业,0,未就业,,未就业,0
1427,待就业,未就业,0,未就业,,未就业,0
1428,待就业,未就业,0,未就业,,未就业,0
1429,待就业,未就业,0,未就业,,未就业,0
1430,待就业,未就业,0,未就业,,未就业,0
1431,待就业,未就业,0,未就业,,未就业,0
1432,待就业,未就业,0,未就业,,未就业,0
1433,待就业,未就业,0,未就业,,未就业,0
1434,待就业,未就业,0,未就业,,未就业,0
1435,待就业,未就业,0,未就业,,未就业,0
1436,待就业,未就业,0,未就业,,未就业,0
1437,待就业,未就业,0,未就业,,未就业,0
1438,待就业,未就业,0,未就业,,未就业,0
1439,待就业,未就业,0,未就业,,未就业,0
1440,待就业,未就业,0,未就业,,未就业,0
1441,待就业,未就业,0,未就业,,未就业,0
1442,待就业,未就业,0,未就业,,未就业,0
1443,待就业,未就业,0,未就业,,未就业,0
1444,待就业,未就业,0,未就业,,未就业,0
1445,待就业,未就业,0,未就业,,未就业,0
1446,待就业,未就业,0,未就业,,未就业,0
1447,待就业,未就业,0,未就业,,未就业,0
1448,待就业,未就业,0,未就业,,未就业,0
1449,待就业,未就业,0,未就业,,未就业,0
1450,待就业,未就业,0,未就业,,未就业,0
1451,待就业,未就业,0,未就业,,未就业,0
1452,待就业,未就业,0,未就业,,未就业,0
1453,待就业,未就业,0,未就业,,未就业,0
1454,待就业,未就业,0,未就业,,未就业,0
1455,待就业,未就业,0,未就业,,未就业,0
1456,待就业,未就业,0,未就业,,未就业,0
1457,待就业,未就业,0,未就业,,未就业,0
1458,待就业,未就业,0,未就业,,未就业,0
1459,待就业,未就业,0,未就业,,未就业,0
1460,待就业,未就业,0,未就业,,未就业,0
1461,待就业,未就业,0,未就业,,未就业,0
1462,待就业,未就业,0,未就业,,未就业,0
1463,待就业,未就业,0,未就业,,未就业,0
1464,待就业,未就业,0,未就业,,未就业,0
1465,待就业,未就业,0,未就业,,未就业,0
1466,待就业,未就业,0,未就业,,未就业,0
1467,待就业,未就业,0,未就业,,未就业,0
1468,待就业,未就业,0,未就业,,未就业,0
1469,待就业,未就业,0,未就业,,未就业,0
1470,待就业,未就业,0,未就业,,未就业,0
1471,待就业,未就业,0,未就业,,未就业,0
1472,待就业,未就业,0,未就业,,未就业,0
1473,待就业,未就业,0,未就业,,未就业,0
1474,待就业,未就业,0,未就业,,未就业,0
1475,待就业,未就业,0,未就业,,未就业,0
1476,待就业,未就业,0,未就业,,未就业,0
1477,待就业,未就业,0,未就业,,未就业,0
1478,待就业,未就业,0,未就业,,未就业,0
1479,待就业,未就业,0,未就业,,未就业,0
1480,待就业,未就业,0,未就业,,未就业,0
1481,待就业,未就业,0,未就业,,未就业,0
1482,待就业,未就业,0,未就业,,未就业,0
1483,待就业,未就业,0,未就业,,未就业,0
1484,待就业,未就业,0,未就业,,未就业,0
1485,待就业,未就业,0,未就业,,未就业,0
1486,待就业,未就业,0,未就业,,未就业,0
1487,待就业,未就业,0,未就业,,未就业,0
1488,待就业,未就业,0,未就业,,未就业,0
1489,待就业,未就业,0,未就业,,未就业,0
1490,待就业,未就业,0,未就业,,未就业,0
1491,待就业,未就业,0,未就业,,未就业,0
1492,待就业,未就业,0,未就业,,未就业,0
1493,待就业,未就业,0,未就业,,未就业,0
1494,待就业,未就业,0,未就业,,未就业,0
1495,待就业,未就业,0,未就业,,未就业,0
1496,待就业,未就业,0,未就业,,未就业,0
1497,待就业,未就业,0,未就业,,未就业,0
1498,待就业,未就业,0,未就业,,未就业,0
1499,待就业,未就业,0,未就业,,未就业,0
1500,待就业,未就业,0,未就业,,未就业,0
1501,待就业,未就业,0,未就业,,未就业,0
1502,待就业,未就业,0,未就业,,未就业,0
1503,待就业,未就业,0,未就业,,未就业,0
1504,待就业,未就业,0,未就业,,未就业,0
1505,待就业,未就业,0,未就业,,未就业,0
1506,待就业,未就业,0,未就业,,未就业,0
1507,待就业,未就业,0,未就业,,未就业,0
1508,待就业,未就业,0,未就业,,未就业,0
1509,待就业,未就业,0,未就业,,未就业,0
1510,待就业,未就业,0,未就业,,未就业,0
1511,待就业,未就业,0,未就业,,未就业,0
1512,待就业,未就业,0,未就业,,未就业,0
1513,待就业,未就业,0,未就业,,未就业,0
1514,待就业,未就业,0,未就业,,未就业,0
1515,待就业,未就业,0,未就业,,未就业,0
1516,待就业,未就业,0,未就业,,未就业,0
1517,待就业,未就业,0,未就业,,未就业,0
1518,待就业,未就业,0,未就业,,未就业,0
1519,待就业,未就业,0,未就业,,未就业,0
1520,待就业,未就业,0,未就业,,未就业,0
1521,待就业,未就业,0,未就业,,未就业,0
1522,待就业,未就业,0,未就业,,未就业,0
1523,待就业,未就业,0,未就业,,未就业,0
1524,待就业,未就业,0,未就业,,未就业,0
1525,待就业,未就业,0,未就业,,未就业,0
1526,待就业,未就业,0,未就业,,未就业,0
1527,待就业,未就业,0,未就业,,未就业,0
1528,待就业,未就业,0,未就业,,未就业,0
1529,待就业,未就业,0,未就业,,未就业,0
1530,待就业,未就业,0,未就业,,未就业,0
1531,待就业,未就业,0,未就业,,未就业,0
1532,待就业,未就业,0,未就业,,未就业,0
1533,待就业,未就业,0,未就业,,未就业,0
1534,待就业,未就业,0,未就业,,未就业,0
1535,待就业,未就业,0,未就业,,未就业,0
1536,待就业,未就业,0,未就业,,未就业,0
1537,待就业,未就业,0,未就业,,未就业,0
1538,待就业,未就业,0,未就业,,未就业,0
1539,待就业,未就业,0,未就业,,未就业,0
1540,待就业,未就业,0,未就业,,未就业,0
1541,待就业,未就业,0,未就业,,未就业,0
1542,待就业,未就业,0,未就业,,未就业,0
1543,待就业,未就业,0,未就业,,未就业,0
1544,待就业,未就业,0,未就业,,未就业,0
1545,待就业,未就业,0,未就业,,未就业,0
1546,待就业,未就业,0,未就业,,未就业,0
1547,待就业,未就业,0,未就业,,未就业,0
1548,待就业,未就业,0,未就业,,未就业,0
1549,待就业,未就业,0,未就业,,未就业,0
1550,待就业,未就业,0,未就业,,未就业,0
1551,待就业,未就业,0,未就业,,未就业,0
1552,待就业,未就业,0,未就业,,未就业,0
1553,待就业,未就业,0,未就业,,未就业,0
1554,待就业,未就业,0,未就业,,未就业,0
1555,待就业,未就业,0,未就业,,未就业,0
1556,待就业,未就业,0,未就业,,未就业,0
1557,待就业,未就业,0,未就业,,未就业,0
1558,待就业,未就业,0,未就业,,未就业,0
1559,待就业,未就业,0,未就业,,未就业,0
1560,待就业,未就业,0,未就业,,未就业,0
1561,待就业,未就业,0,未就业,,未就业,0
1562,待就业,未就业,0,未就业,,未就业,0
1563,待就业,未就业,0,未就业,,未就业,0
1564,待就业,未就业,0,未就业,,未就业,0
1565,待就业,未就业,0,未就业,,未就业,0
1566,待就业,未就业,0,未就业,,未就业,0
1567,待就业,未就业,0,未就业,,未就业,0
1568,待就业,未就业,0,未就业,,未就业,0
1569,待就业,未就业,0,未就业,,未就业,0
1570,待就业,未就业,0,未就业,,未就业,0
1571,待就业,未就业,0,未就业,,未就业,0
1572,待就业,未就业,0,未就业,,未就业,0
1573,待就业,未就业,0,未就业,,未就业,0
1574,待就业,未就业,0,未就业,,未就业,0
1575,待就业,未就业,0,未就业,,未就业,0
1576,待就业,未就业,0,未就业,,未就业,0
1577,待就业,未就业,0,未就业,,未就业,0
1578,待就业,未就业,0,未就业,,未就业,0
1579,待就业,未就业,0,未就业,,未就业,0
1580,待就业,未就业,0,未就业,,未就业,0
1581,待就业,未就业,0,未就业,,未就业,0
1582,待就业,未就业,0,未就业,,未就业,0
1583,待就业,未就业,0,未就业,,未就业,0
1584,待就业,未就业,0,未就业,,未就业,0
1585,待就业,未就业,0,未就业,,未就业,0
1586,待就业,未就业,0,未就业,,未就业,0
1587,待就业,未就业,0,未就业,,未就业,0
1588,待就业,未就业,0,未就业,,未就业,0
1589,待就业,未就业,0,未就业,,未就业,0
1590,待就业,未就业,0,未就业,,未就业,0
1591,待就业,未就业,0,未就业,,未就业,0
1592,待就业,未就业,0,未就业,,未就业,0
1593,待就业,未就业,0,未就业,,未就业,0
1594,待就业,未就业,0,未就业,,未就业,0
1595,待就业,未就业,0,未就业,,未就业,0
1596,待就业,未就业,0,未就业,,未就业,0
1597,待就业,未就业,0,未就业,,未就业,0
1598,待就业,未就业,0,未就业,,未就业,0
1599,待就业,未就业,0,未就业,,未就业,0
1600,待就业,未就业,0,未就业,,未就业,0
1601,待就业,未就业,0,未就业,,未就业,0
1602,待就业,未就业,0,未就业,,未就业,0
1603,待就业,未就业,0,未就业,,未就业,0
1604,待就业,未就业,0,未就业,,未就业,0
1605,待就业,未就业,0,未就业,,未就业,0
1606,待就业,未就业,0,未就业,,未就业,0
1607,待就业,未就业,0,未就业,,未就业,0
1608,待就业,未就业,0,未就业,,未就业,0
1609,待就业,未就业,0,未就业,,未就业,0
1610,待就业,未就业,0,未就业,,未就业,0
1611,待就业,未就业,0,未就业,,未就业,0
1612,待就业,未就业,0,未就业,,未就业,0
1613,待就业,未就业,0,未就业,,未就业,0
1614,待就业,未就业,0,未就业,,未就业,0
1615,待就业,未就业,0,未就业,,未就业,0
1616,待就业,未就业,0,未就业,,未就业,0
1617,待就业,未就业,0,未就业,,未就业,0
1618,待就业,未就业,0,未就业,,未就业,0
1619,待就业,未就业,0,未就业,,未就业,0
1620,待就业,未就业,0,未就业,,未就业,0
1621,待就业,未就业,0,未就业,,未就业,0
1622,待就业,未就业,0,未就业,,未就业,0
1623,待就业,未就业,0,未就业,,未就业,0
1624,待就业,未就业,0,未就业,,未就业,0
1625,待就业,未就业,0,未就业,,未就业,0
1626,待就业,未就业,0,未就业,,未就业,0
1627,待就业,未就业,0,未就业,,未就业,0
1628,待就业,未就业,0,未就业,,未就业,0
1629,待就业,未就业,0,未就业,,未就业,0
1630,待就业,未就业,0,未就业,,未就业,0
1631,待就业,未就业,0,未就业,,未就业,0
1632,待就业,未就业,0,未就业,,未就业,0
1633,待就业,未就业,0,未就业,,未就业,0
1634,待就业,未就业,0,未就业,,未就业,0
1635,待就业,未就业,0,未就业,,未就业,0
1636,待就业,未就业,0,未就业,,未就业,0
1637,待就业,未就业,0,未就业,,未就业,0
1638,待就业,未就业,0,未就业,,未就业,0
1639,待就业,未就业,0,未就业,,未就业,0
1640,待就业,未就业,0,未就业,,未就业,0
1641,待就业,未就业,0,未就业,,未就业,0
1642,待就业,未就业,0,未就业,,未就业,0
1643,待就业,未就业,0,未就业,,未就业,0
1644,待就业,未就业,0,未就业,,未就业,0
1645,待就业,未就业,0,未就业,,未就业,0
1646,待就业,未就业,0,未就业,,未就业,0
1647,待就业,未就业,0,未就业,,未就业,0
1648,待就业,未就业,0,未就业,,未就业,0
1649,待就业,未就业,0,未就业,,未就业,0
1650,待就业,未就业,0,未就业,,未就业,0
1651,待就业,未就业,0,未就业,,未就业,0
1652,待就业,未就业,0,未就业,,未就业,0
1653,待就业,未就业,0,未就业,,未就业,0
1654,待就业,未就业,0,未就业,,未就业,0
1655,待就业,未就业,0,未就业,,未就业,0
1656,待就业,未就业,0,未就业,,未就业,0
1657,待就业,未就业,0,未就业,,未就业,0
1658,待就业,未就业,0,未就业,,未就业,0
1659,待就业,未就业,0,未就业,,未就业,0
1660,待就业,未就业,0,未就业,,未就业,0
1661,待就业,未就业,0,未就业,,未就业,0
1662,待就业,未就业,0,未就业,,未就业,0
1663,待就业,未就业,0,未就业,,未就业,0
1664,待就业,未就业,0,未就业,,未就业,0
1665,待就业,未就业,0,未就业,,未就业,0
1666,待就业,未就业,0,未就业,,未就业,0
1667,待就业,未就业,0,未就业,,未就业,0
1668,待就业,未就业,0,未就业,,未就业,0
1669,待就业,未就业,0,未就业,,未就业,0
1670,待就业,未就业,0,未就业,,未就业,0
1671,待就业,未就业,0,未就业,,未就业,0
1672,待就业,未就业,0,未就业,,未就业,0
1673,待就业,未就业,0,未就业,,未就业,0
1674,待就业,未就业,0,未就业,,未就业,0
1675,待就业,未就业,0,未就业,,未就业,0
1676,待就业,未就业,0,未就业,,未就业,0
1677,待就业,未就业,0,未就业,,未就业,0
1678,待就业,未就业,0,未就业,,未就业,0
1679,待就业,未就业,0,未就业,,未就业,0
1680,待就业,未就业,0,未就业,,未就业,0
1681,待就业,未就业,0,未就业,,未就业,0
1682,待就业,未就业,0,未就业,,未就业,0
1683,待就业,未就业,0,未就业,,未就业,0
1684,待就业,未就业,0,未就业,,未就业,0
1685,待就业,未就业,0,未就业,,未就业,0
1686,待就业,未就业,0,未就业,,未就业,0
1687,待就业,未就业,0,未就业,,未就业,0
1688,待就业,未就业,0,未就业,,未就业,0
1689,待就业,未就业,0,未就业,,未就业,0
1690,待就业,未就业,0,未就业,,未就业,0
1691,待就业,未就业,0,未就业,,未就业,0
1692,待就业,未就业,0,未就业,,未就业,0
1693,待就业,未就业,0,未就业,,未就业,0
1694,待就业,未就业,0,未就业,,未就业,0
1695,待就业,未就业,0,未就业,,未就业,0
1696,待就业,未就业,0,未就业,,未就业,0
1697,待就业,未就业,0,未就业,,未就业,0
1698,待就业,未就业,0,未就业,,未就业,0
1699,待就业,未就业,0,未就业,,未就业,0
1700,待就业,未就业,0,未就业,,未就业,0
1701,待就业,未就业,0,未就业,,未就业,0
1702,待就业,未就业,0,未就业,,未就业,0
1703,待就业,未就业,0,未就业,,未就业,0
1704,待就业,未就业,0,未就业,,未就业,0
1705,待就业,未就业,0,未就业,,未就业,0
1706,待就业,未就业,0,未就业,,未就业,0
1707,待就业,未就业,0,未就业,,未就业,0
1708,待就业,未就业,0,未就业,,未就业,0
1709,待就业,未就业,0,未就业,,未就业,0
1710,待就业,未就业,0,未就业,,未就业,0
1711,待就业,未就业,0,未就业,,未就业,0
1712,待就业,未就业,0,未就业,,未就业,0
1713,待就业,未就业,0,未就业,,未就业,0
1714,待就业,未就业,0,未就业,,未就业,0
1715,待就业,未就业,0,未就业,,未就业,0
1716,待就业,未就业,0,未就业,,未就业,0
1717,待就业,未就业,0,未就业,,未就业,0
1718,待就业,未就业,0,未就业,,未就业,0
1719,待就业,未就业,0,未就业,,未就业,0
1720,待就业,未就业,0,未就业,,未就业,0
1721,待就业,未就业,0,未就业,,未就业,0
1722,待就业,未就业,0,未就业,,未就业,0
1723,待就业,未就业,0,未就业,,未就业,0
1724,待就业,未就业,0,未就业,,未就业,0
1725,待就业,未就业,0,未就业,,未就业,0
1726,待就业,未就业,0,未就业,,未就业,0
1727,待就业,未就业,0,未就业,,未就业,0
1728,待就业,未就业,0,未就业,,未就业,0
1729,待就业,未就业,0,未就业,,未就业,0
1730,待就业,未就业,0,未就业,,未就业,0
1731,待就业,未就业,0,未就业,,未就业,0
1732,待就业,未就业,0,未就业,,未就业,0
1733,待就业,未就业,0,未就业,,未就业,0
1734,待就业,未就业,0,未就业,,未就业,0
1735,待就业,未就业,0,未就业,,未就业,0
1736,待就业,未就业,0,未就业,,未就业,0
1737,待就业,未就业,0,未就业,,未就业,0
1738,待就业,未就业,0,未就业,,未就业,0
1739,待就业,未就业,0,未就业,,未就业,0
1740,待就业,未就业,0,未就业,,未就业,0
1741,待就业,未就业,0,未就业,,未就业,0
1742,待就业,未就业,0,未就业,,未就业,0
1743,待就业,未就业,0,未就业,,未就业,0
1744,待就业,未就业,0,未就业,,未就业,0
1745,待就业,未就业,0,未就业,,未就业,0
1746,待就业,未就业,0,未就业,,未就业,0
1747,待就业,未就业,0,未就业,,未就业,0
1748,待就业,未就业,0,未就业,,未就业,0
1749,待就业,未就业,0,未就业,,未就业,0
1750,待就业,未就业,0,未就业,,未就业,0
1751,待就业,未就业,0,未就业,,未就业,0
1752,待就业,未就业,0,未就业,,未就业,0
1753,待就业,未就业,0,未就业,,未就业,0
1754,待就业,未就业,0,未就业,,未就业,0
1755,待就业,未就业,0,未就业,,未就业,0
1756,待就业,未就业,0,未就业,,未就业,0
1757,待就业,未就业,0,未就业,,未就业,0
1758,待就业,未就业,0,未就业,,未就业,0
1759,待就业,未就业,0,未就业,,未就业,0
1760,待就业,未就业,0,未就业,,未就业,0
1761,待就业,未就业,0,未就业,,未就业,0
1762,待就业,未就业,0,未就业,,未就业,0
1763,待就业,未就业,0,未就业,,未就业,0
1764,待就业,未就业,0,未就业,,未就业,0
1765,待就业,未就业,0,未就业,,未就业,0
1766,待就业,未就业,0,未就业,,未就业,0
1767,待就业,未就业,0,未就业,,未就业,0
1768,待就业,未就业,0,未就业,,未就业,0
1769,待就业,未就业,0,未就业,,未就业,0
1770,待就业,未就业,0,未就业,,未就业,0
1771,待就业,未就业,0,未就业,,未就业,0
1772,待就业,未就业,0,未就业,,未就业,0
1773,待就业,未就业,0,未就业,,未就业,0
1774,待就业,未就业,0,未就业,,未就业,0
1775,待就业,未就业,0,未就业,,未就业,0
1776,待就业,未就业,0,未就业,,未就业,0
1777,待就业,未就业,0,未就业,,未就业,0
1778,待就业,未就业,0,未就业,,未就业,0
1779,待就业,未就业,0,未就业,,未就业,0
1780,待就业,未就业,0,未就业,,未就业,0
1781,待就业,未就业,0,未就业,,未就业,0
1782,待就业,未就业,0,未就业,,未就业,0
1783,待就业,未就业,0,未就业,,未就业,0
1784,待就业,未就业,0,未就业,,未就业,0
1785,待就业,未就业,0,未就业,,未就业,0
1786,待就业,未就业,0,未就业,,未就业,0
1787,待就业,未就业,0,未就业,,未就业,0
1788,待就业,未就业,0,未就业,,未就业,0
1789,待就业,未就业,0,未就业,,未就业,0
1790,待就业,未就业,0,未就业,,未就业,0
1791,待就业,未就业,0,未就业,,未就业,0
1792,待就业,未就业,0,未就业,,未就业,0
1793,待就业,未就业,0,未就业,,未就业,0
1794,待就业,未就业,0,未就业,,未就业,0
1795,待就业,未就业,0,未就业,,未就业,0
1796,待就业,未就业,0,未就业,,未就业,0
1797,待就业,未就业,0,未就业,,未就业,0
1798,待就业,未就业,0,未就业,,未就业,0
1799,待就业,未就业,0,未就业,,未就业,0
1800,待就业,未就业,0,未就业,,未就业,0
1801,待就业,未就业,0,未就业,,未就业,0
1802,待就业,未就业,0,未就业,,未就业,0
1803,待就业,未就业,0,未就业,,未就业,0
1804,待就业,未就业,0,未就业,,未就业,0
1805,待就业,未就业,0,未就业,,未就业,0
1806,待就业,未就业,0,未就业,,未就业,0
1807,待就业,未就业,0,未就业,,未就业,0
1808,待就业,未就业,0,未就业,,未就业,0
1809,待就业,未就业,0,未就业,,未就业,0
1810,待就业,未就业,0,未就业,,未就业,0
1811,待就业,未就业,0,未就业,,未就业,0
1812,待就业,未就业,0,未就业,,未就业,0
1813,待就业,未就业,0,未就业,,未就业,0
1814,待就业,未就业,0,未就业,,未就业,0
1815,待就业,未就业,0,未就业,,未就业,0
1816,待就业,未就业,0,未就业,,未就业,0
1817,待就业,未就业,0,未就业,,未就业,0
1818,待就业,未就业,0,未就业,,未就业,0
1819,待就业,未就业,0,未就业,,未就业,0
1820,待就业,未就业,0,未就业,,未就业,0
1821,待就业,未就业,0,未就业,,未就业,0
1822,待就业,未就业,0,未就业,,未就业,0
1823,待就业,未就业,0,未就业,,未就业,0
1824,待就业,未就业,0,未就业,,未就业,0
1825,待就业,未就业,0,未就业,,未就业,0
1826,待就业,未就业,0,未就业,,未就业,0
1827,待就业,未就业,0,未就业,,未就业,0
1828,待就业,未就业,0,未就业,,未就业,0
1829,待就业,未就业,0,未就业,,未就业,0
1830,待就业,未就业,0,未就业,,未就业,0
1831,待就业,未就业,0,未就业,,未就业,0
1832,待就业,未就业,0,未就业,,未就业,0
1833,待就业,未就业,0,未就业,,未就业,0
1834,待就业,未就业,0,未就业,,未就业,0
1835,待就业,未就业,0,未就业,,未就业,0
